"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.age","Answer.book","Answer.careful","Answer.comments","Answer.distraction","Answer.english","Answer.gender","Answer.grouptype","Answer.q1","Answer.q10","Answer.q11","Answer.q12","Answer.q13","Answer.q14","Answer.q15","Answer.q16","Answer.q17","Answer.q18","Answer.q19","Answer.q2","Answer.q20","Answer.q21","Answer.q22","Answer.q23","Answer.q24","Answer.q25","Answer.q26","Answer.q27","Answer.q28","Answer.q29","Answer.q3","Answer.q30","Answer.q31","Answer.q32","Answer.q33","Answer.q34","Answer.q35","Answer.q4","Answer.q5","Answer.q6","Answer.q7","Answer.q8","Answer.q9","Answer.qNum1","Answer.qNum10","Answer.qNum11","Answer.qNum12","Answer.qNum13","Answer.qNum14","Answer.qNum15","Answer.qNum16","Answer.qNum17","Answer.qNum18","Answer.qNum19","Answer.qNum2","Answer.qNum20","Answer.qNum21","Answer.qNum22","Answer.qNum23","Answer.qNum24","Answer.qNum25","Answer.qNum26","Answer.qNum27","Answer.qNum28","Answer.qNum29","Answer.qNum3","Answer.qNum30","Answer.qNum31","Answer.qNum32","Answer.qNum33","Answer.qNum34","Answer.qNum35","Answer.qNum4","Answer.qNum5","Answer.qNum6","Answer.qNum7","Answer.qNum8","Answer.qNum9","Answer.time1","Answer.time2","Answer.time3","Answer.time4","Answer.time5","Answer.time6","Answer.time7","Answer.time8","Approve","Reject"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","308Q0PEVB9JXGQF0W4HWD8GDWAS9I7","A19IWME4DCIU1H","Submitted","Tue Mar 07 10:25:23 PST 2017","Tue Mar 07 10:30:56 PST 2017","Fri Mar 10 10:30:56 PST 2017","","","","333","0% (0/0)","0% (0/0)","0% (0/0)","25","","5","Thanks for your research!","no","yes","female","2","1","4","1","3","4","1","1","1","1","1","3","2","2","5","5","3","1","2","4","1","3","4","1","3","4","4","2","5","4","1","5","2","1","3","1","qu65","qu48","qu9","qu2","qu19","tqu4","tqu3","tqu7","qu70","qu46","qu52","qu72","qu31","qu77","qu38","qu82","qu54","qu83","qu76","qu57","qu60","qu25","tqu1","qu41","qu27","qu11","qu53","tqu5","qu6","qu50","qu29","tqu6","tqu2","qu5","qu18","1488911132999","1488911135383","1488911175872","1488911378281","1488911429526","1488911443173","1488911448276","1488911455850"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","30JNVC0ORAQ3CUL27OAXZR5N6XGQHG","A3MGO9AP52WQHP","Submitted","Tue Mar 07 10:24:54 PST 2017","Tue Mar 07 10:28:51 PST 2017","Fri Mar 10 10:28:51 PST 2017","","","","237","0% (0/0)","0% (0/0)","0% (0/0)","46","","5","{}","no","yes","male","2","4","3","5","1","1","4","5","4","1","4","2","4","3","4","2","1","3","3","3","4","4","3","5","1","5","2","3","3","5","1","1","3","1","1","4","qu9","qu8","qu26","qu76","tqu3","qu6","qu35","qu49","tqu7","qu84","qu18","qu11","qu77","qu3","qu66","tqu2","qu63","qu45","qu64","qu42","qu1","qu33","tqu5","qu4","tqu1","qu31","qu20","qu56","qu29","tqu4","qu82","qu25","tqu6","qu85","qu69","1488911104486","1488911111751","1488911169994","1488911224204","1488911281054","1488911303049","1488911313837","1488911323674"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","30LB5CDZNDG1FMGXWCMPKSIAPJ00ZJ","AJITIN95JSBAR","Submitted","Tue Mar 07 10:25:23 PST 2017","Tue Mar 07 10:36:24 PST 2017","Fri Mar 10 10:36:24 PST 2017","","","","661","0% (0/0)","0% (0/0)","0% (0/0)","31","","5","no comments","no","yes","male","3","1","5","1","1","1","5","2","5","1","5","1","4","3","1","1","1","3","5","1","1","2","4","3","2","1","4","5","5","1","5","1","5","5","1","1","tqu6","qu63","qu9","qu66","qu41","qu3","qu52","qu59","qu82","qu18","qu4","qu48","qu56","qu20","qu54","qu49","qu58","tqu5","tqu4","qu62","qu19","qu47","qu51","qu60","qu16","qu33","qu81","tqu1","tqu3","qu35","tqu7","qu26","qu2","qu10","tqu2","1488911161507","1488911164344","1488911331195","1488911434791","1488911503671","1488911538070","1488911558655","1488911603541"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","30OG32W0SVH6PNH81VAAAUD5961NEA","A7KLTVEIASF4J","Submitted","Tue Mar 07 10:24:31 PST 2017","Tue Mar 07 10:52:49 PST 2017","Fri Mar 10 10:52:49 PST 2017","","","","1698","0% (0/0)","0% (0/0)","0% (0/0)","25","on|on|on|on|on|on|on|on","2","{}","no","yes","male","0","4","3","3","3","3","3","3","2","3","2","3","3","1","1","1","1","1","1","3","1","2","2","4","2","4","3","3","3","3","5","4","3","1","1","3","qu14","qu17","qu85","tqu7","qu37","qu65","qu63","qu34","qu28","tqu5","qu52","qu13","tqu4","qu25","qu51","qu86","qu42","qu81","qu4","qu56","qu75","qu9","qu19","tqu3","qu27","qu80","tqu2","qu83","qu6","qu49","qu64","qu40","tqu6","tqu1","qu30","1488912702574","1488912714500","1488912729831","1488912737161","1488912757946","1488912760969","1488912764669","1488912768549"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","317HQ483I8YI5SJUXE01V9BX1Z8NIJ","A64ZW1TX2A7I4","Submitted","Tue Mar 07 10:24:34 PST 2017","Tue Mar 07 10:28:45 PST 2017","Fri Mar 10 10:28:45 PST 2017","","","","251","0% (0/0)","0% (0/0)","0% (0/0)","25","on|on|on|on|on|on|on|on","5","{}","no","yes","female","0","5","1","5","2","3","3","1","1","1","4","1","1","5","1","5","3","5","1","5","3","5","3","5","4","5","3","5","1","3","3","3","1","5","4","1","qu59","qu69","qu88","qu60","qu52","qu33","tqu7","tqu1","qu20","qu58","qu65","tqu2","qu34","tqu6","qu79","qu12","qu61","qu84","qu1","qu22","tqu5","qu17","qu56","qu25","qu35","qu36","qu50","qu81","qu86","qu62","qu83","tqu3","qu6","qu8","tqu4","1488911081994","1488911106339","1488911150967","1488911210414","1488911269110","1488911297293","1488911306493","1488911316938"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","3180JW2OT5IAAEXUBWPFDTQBNTY5JO","A2I5850G7EOPQ2","Submitted","Tue Mar 07 10:24:32 PST 2017","Tue Mar 07 10:28:56 PST 2017","Fri Mar 10 10:28:56 PST 2017","","","","264","0% (0/0)","0% (0/0)","0% (0/0)","30","","3","{}","yes","yes","male","3","3","4","3","2","3","3","2","4","3","3","3","3","3","3","3","4","3","3","4","4","3","2","4","3","2","3","4","3","3","3","3","3","3","4","3","tqu2","qu5","qu53","qu37","qu4","qu31","qu51","qu44","qu57","tqu3","tqu6","qu28","tqu4","qu40","qu39","qu7","qu68","qu84","qu46","tqu7","qu71","tqu5","qu26","qu25","qu62","qu58","qu59","tqu1","qu36","qu50","qu81","qu24","qu42","qu13","qu10","1488911244841","1488911248120","1488911264797","1488911289286","1488911304292","1488911318256","1488911326937","1488911331553"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","31LM9EDVOMYE0330FWL17AQXEEXNJV","A369RSNFVB856W","Submitted","Tue Mar 07 10:24:35 PST 2017","Tue Mar 07 11:12:36 PST 2017","Fri Mar 10 11:12:36 PST 2017","","","","2881","0% (0/0)","0% (0/0)","0% (0/0)","26","","5","{}","yes","yes","male","2","2","2","4","2","5","5","1","2","1","4","1","1","5","4","4","4","2","4","1","4","4","5","2","1","1","5","1","5","4","1","5","1","5","5","4","qu32","qu86","qu30","qu61","qu11","qu22","qu69","qu37","tqu4","qu44","tqu6","qu40","qu35","qu27","qu39","qu13","qu4","qu19","qu66","qu48","qu43","qu88","qu3","tqu1","tqu7","tqu5","tqu2","qu29","qu5","qu31","qu64","tqu3","qu53","qu2","qu63","1488913222515","1488913228973","1488913420844","1488913849515","1488913889908","1488913930691","1488913940555","1488913949971"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","31N2WW6R9SWRRXOUENA1JY0ZGQQ3FT","A19ZWBQT8A3LIR","Submitted","Tue Mar 07 10:24:50 PST 2017","Tue Mar 07 10:37:17 PST 2017","Fri Mar 10 10:37:17 PST 2017","","","","747","0% (0/0)","0% (0/0)","0% (0/0)","27","","5","{}","no","yes","male","3","1","1","2","2","2","5","1","1","5","1","1","1","1","1","1","1","5","3","5","4","4","5","1","3","1","5","1","5","1","1","4","3","1","3","4","qu24","tqu7","qu55","qu80","qu12","tqu5","qu46","qu78","qu1","tqu2","qu11","qu31","qu84","qu40","tqu6","tqu4","qu54","qu47","qu56","qu15","qu13","tqu1","qu6","qu28","qu61","qu23","qu16","qu88","qu26","tqu3","qu79","qu70","qu81","qu25","qu58","1488911599962","1488911601941","1488911676890","1488911730726","1488911779666","1488911811011","1488911819580","1488911828763"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","31UV0MXWNRIEF3DOTE4F1SBBAE95IC","AU8YVB738G6C","Submitted","Tue Mar 07 10:24:30 PST 2017","Tue Mar 07 10:30:10 PST 2017","Fri Mar 10 10:30:10 PST 2017","","","","340","0% (0/0)","0% (0/0)","0% (0/0)","58","","5","all good","no","yes","female","2","5","2","2","5","4","5","1","5","3","2","1","4","3","2","2","5","3","5","4","4","3","1","1","3","1","1","5","2","2","3","1","3","5","5","3","qu42","qu81","qu52","qu79","qu36","qu87","tqu2","qu61","qu28","qu83","tqu4","qu3","qu50","tqu6","qu31","qu29","qu41","qu5","qu21","qu59","qu14","tqu3","qu68","qu27","tqu7","qu71","qu88","qu40","qu48","qu10","qu80","qu13","tqu1","tqu5","qu86","1488911125552","1488911136554","1488911199944","1488911281524","1488911330346","1488911370819","1488911384761","1488911392181"
"3421H3BM9ANRPH1COKXV0P0UFY49JP","38WHRO3LM5CNRUAPCKT72EG33CZ62E","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Tue Mar 07 10:23:21 PST 2017","150","BatchId:2715023;OriginalHitTemplateId:920937332;","3600","259200","Tue Mar 14 11:23:21 PDT 2017","","","31Z0PCVWULLJBL7IBJIGDJRGC1JT7V","A2Z2OV7QGU10QN","Submitted","Tue Mar 07 10:25:05 PST 2017","Tue Mar 07 10:29:42 PST 2017","Fri Mar 10 10:29:42 PST 2017","","","","277","0% (0/0)","0% (0/0)","0% (0/0)","27","","5","Very interesting study.","no","yes","male","3","1","2","2","5","5","2","1","2","1","1","4","4","1","4","5","4","1","1","2","2","1","4","4","1","2","5","1","4","4","1","5","5","4","1","5","qu66","qu72","qu9","qu86","qu77","qu67","qu4","qu44","tqu7","tqu6","qu31","qu7","tqu3","qu56","qu61","qu17","qu60","qu76","qu19","qu41","tqu4","qu52","qu71","qu69","qu55","tqu5","qu10","qu26","qu78","tqu2","qu45","qu47","qu74","qu40","tqu1","1488911117243","1488911120148","1488911270320","1488911307295","1488911341833","1488911357860","1488911366065","1488911373119"
